From	To	Probability	Strength
dummy1	Ras:GTP	0.000444444444444444	-1.85555555555556e-05
dummy1	dummy3	0.00111111111111111	5.66666666666667e-05
dummy1	ERK.P.P	0.000555555555555556	1.85555555555556e-05
dummy1	ErbB3.P	0.000666666666666667	2.21111111111111e-05
ERK.P	AKT.P.P	0.0207777777777778	0.00285944444444444
ERK.P	PIP3	0.00211111111111111	0.000181333333333333
ERK.P	dummy1	0.000444444444444444	-8.11111111111111e-06
ERK.P	ERK.P	0	0.462151111111112
ERK.P	ErbB2.P	0.000333333333333333	7e-06
ERK.P	RAF.P	0.00155555555555556	-9.4e-05
ERK.P	SHC.P	0.00122222222222222	-9.18888888888889e-05
ERK.P	MEK.P	0.0404444444444444	0.00472222222222222
ERK.P	PIP2	0.00244444444444444	0.000216111111111111
ERK.P	ErbB4.P	0.00377777777777778	0.000353222222222222
ERK.P	AKT.P	0.00288888888888889	0.000302444444444444
ERK.P	ErbB1.P	0.00111111111111111	2.78888888888889e-05
ERK.P	dummy2	0.000222222222222222	1.34444444444444e-05
ERK.P	SOS.P	0.0213333333333333	0.00292755555555556
ERK.P	Gab1.P	0.00166666666666667	0.000111888888888889
ERK.P	MEK.P.P	0.000333333333333333	-3.33333333333334e-07
ERK.P	Ras:GTP	0.000888888888888889	5.44444444444444e-06
ERK.P	dummy3	0.0266666666666667	-0.00382577777777778
ERK.P	ERK.P.P	0.0554444444444444	0.006892
ERK.P	ErbB3.P	0.00922222222222222	0.000986444444444445
ErbB2.P	AKT.P.P	0.00533333333333333	0.000457444444444444
ErbB2.P	PIP3	0.00122222222222222	5.08888888888889e-05
ErbB2.P	dummy1	0.00122222222222222	-3.56666666666667e-05
ErbB2.P	ERK.P	0.00111111111111111	-3.41111111111111e-05
ErbB2.P	ErbB2.P	0	0.601192222222225
ErbB2.P	RAF.P	0.00111111111111111	-3.41111111111111e-05
ErbB2.P	SHC.P	0.00633333333333333	0.00142777777777778
ErbB2.P	MEK.P	0.001	4.02222222222222e-05
ErbB2.P	PIP2	0.000888888888888889	-5.4e-05
ErbB2.P	ErbB4.P	0.00133333333333333	7.4e-05
ErbB2.P	AKT.P	0.00722222222222222	0.000927888888888889
ErbB2.P	ErbB1.P	0.0132222222222222	0.00175666666666667
ErbB2.P	dummy2	0.00266666666666667	-0.000186
ErbB2.P	SOS.P	0.00811111111111111	0.00126411111111111
ErbB2.P	Gab1.P	0.0101111111111111	0.00139866666666667
ErbB2.P	MEK.P.P	0.00111111111111111	-3.18888888888889e-05
ErbB2.P	Ras:GTP	0.0114444444444444	0.00163677777777778
ErbB2.P	dummy3	0.000222222222222222	3.44444444444444e-06
ErbB2.P	ERK.P.P	0.001	1.53333333333333e-05
ErbB2.P	ErbB3.P	0.00244444444444444	0.000211888888888889
RAF.P	AKT.P.P	0.000222222222222222	1.93333333333333e-05
RAF.P	PIP3	0.000555555555555556	-1.68888888888889e-05
RAF.P	dummy1	0.000333333333333333	9.66666666666667e-06
RAF.P	ERK.P	0.00477777777777778	-0.000459444444444444
RAF.P	ErbB2.P	0.00155555555555556	9.43333333333333e-05
RAF.P	RAF.P	0	0.72877211111111
RAF.P	SHC.P	0.000555555555555556	8.66666666666667e-06
RAF.P	MEK.P	0.000555555555555556	-6.77777777777778e-06
RAF.P	PIP2	0.000666666666666667	9.66666666666667e-06
RAF.P	ErbB4.P	0.000666666666666667	-1.4e-05
RAF.P	AKT.P	0.00611111111111111	0.000789555555555556
RAF.P	ErbB1.P	0.00955555555555555	0.00153855555555556
RAF.P	dummy2	0.000555555555555556	1.66666666666667e-06
RAF.P	SOS.P	0.182333333333333	-0.033857
RAF.P	Gab1.P	0.000555555555555556	2.97777777777778e-05
RAF.P	MEK.P.P	0.000222222222222222	3.55555555555556e-06
RAF.P	Ras:GTP	0.00211111111111111	0.000127333333333333
RAF.P	dummy3	0.00233333333333333	0.000238777777777778
RAF.P	ERK.P.P	0.00166666666666667	-0.000137111111111111
RAF.P	ErbB3.P	0.000444444444444444	9.33333333333333e-06
SHC.P	AKT.P.P	0.000666666666666667	2.87777777777778e-05
SHC.P	PIP3	0.000444444444444444	-2.97777777777778e-05
SHC.P	dummy1	0.000777777777777778	-2.21111111111111e-05
SHC.P	ERK.P	0.001	-2.47777777777778e-05
SHC.P	ErbB2.P	0.000444444444444444	-5.33333333333333e-06
SHC.P	RAF.P	0.002	-0.000147
SHC.P	SHC.P	0	0.0984983333333333
SHC.P	MEK.P	0.000666666666666667	-1.55555555555556e-05
SHC.P	PIP2	0.000555555555555556	6.66666666666666e-07
SHC.P	ErbB4.P	0.00177777777777778	0.000137111111111111
SHC.P	AKT.P	0.00266666666666667	0.000224666666666667
SHC.P	ErbB1.P	0.00122222222222222	2.11111111111111e-05
SHC.P	dummy2	0.000888888888888889	-2.27777777777778e-05
SHC.P	SOS.P	0.00177777777777778	-7.88888888888889e-06
SHC.P	Gab1.P	0.000888888888888889	1.88888888888889e-05
SHC.P	MEK.P.P	0.000666666666666667	-2.11111111111111e-05
SHC.P	Ras:GTP	0.000666666666666667	-4.33333333333333e-05
SHC.P	dummy3	0.000666666666666667	-6.33333333333333e-06
SHC.P	ERK.P.P	0.000777777777777778	-1.01111111111111e-05
SHC.P	ErbB3.P	0.00111111111111111	2.2e-05
MEK.P	AKT.P.P	0.00122222222222222	6.23333333333333e-05
MEK.P	PIP3	0.000555555555555556	2.42222222222222e-05
MEK.P	dummy1	0.000888888888888889	8.33333333333333e-06
MEK.P	ERK.P	0.000444444444444444	1.04444444444444e-05
MEK.P	ErbB2.P	0.00366666666666667	0.000290555555555556
MEK.P	RAF.P	0.000555555555555556	-8.66666666666667e-06
MEK.P	SHC.P	0.000888888888888889	-1.17777777777778e-05
MEK.P	MEK.P	0	0.660305777777779
MEK.P	PIP2	0.014	-0.00189
MEK.P	ErbB4.P	0.00233333333333333	0.000239555555555556
MEK.P	AKT.P	0.088	0.0148225555555556
MEK.P	ErbB1.P	0.003	0.000222222222222222
MEK.P	dummy2	0.00177777777777778	-0.000173333333333333
MEK.P	SOS.P	0.0225555555555556	0.00351
MEK.P	Gab1.P	0.0142222222222222	0.00200533333333333
MEK.P	MEK.P.P	0.000777777777777778	-3.28888888888889e-05
MEK.P	Ras:GTP	0.000444444444444444	-8e-06
MEK.P	dummy3	0.004	-0.000439333333333333
MEK.P	ERK.P.P	0.77	0.222960888888889
MEK.P	ErbB3.P	0.000888888888888889	4.77777777777778e-05
PIP2	AKT.P.P	0.000333333333333333	2.22222222222222e-06
PIP2	PIP3	0.00144444444444444	-7.83333333333333e-05
PIP2	dummy1	0.00122222222222222	-2.58888888888889e-05
PIP2	ERK.P	0.000666666666666667	4.38888888888889e-05
PIP2	ErbB2.P	0.000777777777777778	3.31111111111111e-05
PIP2	RAF.P	0.000555555555555556	1.35555555555556e-05
PIP2	SHC.P	0.00111111111111111	4.91111111111111e-05
PIP2	MEK.P	0.000666666666666667	1.56666666666667e-05
PIP2	PIP2	0	0.124957555555555
PIP2	ErbB4.P	0.000444444444444444	-5.66666666666667e-06
PIP2	AKT.P	0.000333333333333333	-5.55555555555555e-06
PIP2	ErbB1.P	0.00155555555555556	6.07777777777778e-05
PIP2	dummy2	0.000777777777777778	3.01111111111111e-05
PIP2	SOS.P	0.0228888888888889	0.00304322222222222
PIP2	Gab1.P	0.001	2.21111111111111e-05
PIP2	MEK.P.P	0.00111111111111111	5.86666666666667e-05
PIP2	Ras:GTP	0.00711111111111111	0.000614777777777778
PIP2	dummy3	0.000888888888888889	-2.95555555555556e-05
PIP2	ERK.P.P	0.00833333333333333	0.000769444444444444
PIP2	ErbB3.P	0.000555555555555556	-1.44444444444444e-06
ErbB4.P	AKT.P.P	0.00155555555555556	0.000101333333333333
ErbB4.P	PIP3	0.000777777777777778	3.21111111111111e-05
ErbB4.P	dummy1	0.000777777777777778	-1.75555555555556e-05
ErbB4.P	ERK.P	0.000555555555555556	1.45555555555556e-05
ErbB4.P	ErbB2.P	0.0377777777777778	0.004756
ErbB4.P	RAF.P	0.001	-5.65555555555555e-05
ErbB4.P	SHC.P	0.000888888888888889	-1.42222222222222e-05
ErbB4.P	MEK.P	0.00633333333333333	0.000594111111111111
ErbB4.P	PIP2	0.000777777777777778	-2.63333333333333e-05
ErbB4.P	ErbB4.P	0	0.400308444444446
ErbB4.P	AKT.P	0.000777777777777778	2.37777777777778e-05
ErbB4.P	ErbB1.P	0.000555555555555556	4.81111111111111e-05
ErbB4.P	dummy2	0.000444444444444444	-3.33333333333333e-06
ErbB4.P	SOS.P	0.00522222222222222	0.000630222222222222
ErbB4.P	Gab1.P	0.00222222222222222	0.000155
ErbB4.P	MEK.P.P	0.000222222222222222	-7.77777777777778e-07
ErbB4.P	Ras:GTP	0.00522222222222222	0.000488444444444444
ErbB4.P	dummy3	0.00211111111111111	-0.000183222222222222
ErbB4.P	ERK.P.P	0.00355555555555556	0.000241555555555556
ErbB4.P	ErbB3.P	0.00511111111111111	0.000578444444444445
AKT.P	AKT.P.P	0.849555555555556	0.174483555555555
AKT.P	PIP3	0.011	0.00117666666666667
AKT.P	dummy1	0.00122222222222222	5.62222222222222e-05
AKT.P	ERK.P	0.00277777777777778	0.000199777777777778
AKT.P	ErbB2.P	0.003	0.000238444444444444
AKT.P	RAF.P	0.000111111111111111	8.88888888888889e-07
AKT.P	SHC.P	0.000333333333333333	7e-06
AKT.P	MEK.P	0.00277777777777778	0.000195111111111111
AKT.P	PIP2	0.000222222222222222	-1.47777777777778e-05
AKT.P	ErbB4.P	0.131666666666667	0.02135
AKT.P	AKT.P	0	0.364792999999999
AKT.P	ErbB1.P	0.00122222222222222	4.13333333333333e-05
AKT.P	dummy2	0.00444444444444444	-0.000458
AKT.P	SOS.P	0.00277777777777778	0.000221888888888889
AKT.P	Gab1.P	0.00133333333333333	9.86666666666667e-05
AKT.P	MEK.P.P	0.000444444444444444	-1.28888888888889e-05
AKT.P	Ras:GTP	0.00944444444444444	0.000871666666666667
AKT.P	dummy3	0.000777777777777778	2.44444444444445e-06
AKT.P	ERK.P.P	0.00111111111111111	6.66666666666667e-06
AKT.P	ErbB3.P	0.0526666666666667	0.00711233333333333
ErbB1.P	AKT.P.P	0.00566666666666667	0.000809111111111111
ErbB1.P	PIP3	0.000111111111111111	8.66666666666667e-06
ErbB1.P	dummy1	0.000888888888888889	2.91111111111111e-05
ErbB1.P	ERK.P	0.001	-9.66666666666667e-05
ErbB1.P	ErbB2.P	0.00144444444444444	0.000108222222222222
ErbB1.P	RAF.P	0.000777777777777778	-3.06666666666667e-05
ErbB1.P	SHC.P	0.00133333333333333	7.42222222222222e-05
ErbB1.P	MEK.P	0.000666666666666667	2.7e-05
ErbB1.P	PIP2	0.00155555555555556	8.75555555555555e-05
ErbB1.P	ErbB4.P	0.000555555555555556	-9.44444444444444e-06
ErbB1.P	AKT.P	0.262888888888889	0.0479953333333333
ErbB1.P	ErbB1.P	0	0.583206555555555
ErbB1.P	dummy2	0.00177777777777778	-0.000163888888888889
ErbB1.P	SOS.P	0.00188888888888889	-1.18888888888889e-05
ErbB1.P	Gab1.P	0.00155555555555556	7.95555555555556e-05
ErbB1.P	MEK.P.P	0.000555555555555556	-2.44444444444444e-06
ErbB1.P	Ras:GTP	0.000333333333333333	-3.11111111111111e-06
ErbB1.P	dummy3	0.000444444444444444	-3.52222222222222e-05
ErbB1.P	ERK.P.P	0.000555555555555556	-2.46666666666667e-05
ErbB1.P	ErbB3.P	0.000777777777777778	2.35555555555556e-05
dummy2	AKT.P.P	0.000777777777777778	-2.18888888888889e-05
dummy2	PIP3	0.000666666666666667	1.16666666666667e-05
dummy2	dummy1	0.000888888888888889	-5.7e-05
dummy2	ERK.P	0.000444444444444444	-1.92222222222222e-05
dummy2	ErbB2.P	0.000444444444444444	-7.33333333333333e-06
dummy2	RAF.P	0.001	-3.76666666666667e-05
dummy2	SHC.P	0.000333333333333333	-1.56666666666667e-05
dummy2	MEK.P	0.000666666666666667	2.42222222222222e-05
dummy2	PIP2	0.001	6.54444444444444e-05
dummy2	ErbB4.P	0.000777777777777778	1.36666666666667e-05
dummy2	AKT.P	0.000555555555555556	-2.4e-05
dummy2	ErbB1.P	0.000333333333333333	-9.66666666666667e-06
dummy2	dummy2	0	-0.0166484444444445
dummy2	SOS.P	0.000444444444444444	-7.77777777777778e-06
dummy2	Gab1.P	0.000888888888888889	2.51111111111111e-05
dummy2	MEK.P.P	0.000777777777777778	3.9e-05
dummy2	Ras:GTP	0.000888888888888889	-2.11111111111111e-05
dummy2	dummy3	0.00511111111111111	-0.000535888888888889
dummy2	ERK.P.P	0.00311111111111111	0.000206777777777778
dummy2	ErbB3.P	0.000444444444444444	2e-06
SOS.P	AKT.P.P	0.00277777777777778	0.000226111111111111
SOS.P	PIP3	0.00255555555555556	0.000215888888888889
SOS.P	dummy1	0.000888888888888889	1.16666666666667e-05
SOS.P	ERK.P	0.0216666666666667	0.002753
SOS.P	ErbB2.P	0.000666666666666667	1.11111111111111e-05
SOS.P	RAF.P	0.000777777777777778	-3.53333333333333e-05
SOS.P	SHC.P	0.00388888888888889	-0.000366333333333333
SOS.P	MEK.P	0.00111111111111111	4.3e-05
SOS.P	PIP2	0.000888888888888889	-4.98888888888889e-05
SOS.P	ErbB4.P	0.0174444444444444	0.00223511111111111
SOS.P	AKT.P	0.000777777777777778	3.47777777777778e-05
SOS.P	ErbB1.P	0.000888888888888889	-1.22222222222222e-06
SOS.P	dummy2	0.00166666666666667	-0.000138555555555556
SOS.P	SOS.P	0	0.317315777777779
SOS.P	Gab1.P	0.000333333333333333	4.44444444444444e-06
SOS.P	MEK.P.P	0.001	-3.63333333333333e-05
SOS.P	Ras:GTP	0.000333333333333333	-6.66666666666666e-07
SOS.P	dummy3	0.000777777777777778	-8.66666666666667e-06
SOS.P	ERK.P.P	0.012	0.00126233333333333
SOS.P	ErbB3.P	0.0178888888888889	0.00211122222222222
Gab1.P	AKT.P.P	0.0134444444444444	0.00195444444444444
Gab1.P	PIP3	0.000777777777777778	9.55555555555555e-06
Gab1.P	dummy1	0.00111111111111111	4e-05
Gab1.P	ERK.P	0.00222222222222222	-0.000210111111111111
Gab1.P	ErbB2.P	0.00322222222222222	0.000369333333333333
Gab1.P	RAF.P	0.000555555555555556	-1.16666666666667e-05
Gab1.P	SHC.P	0.00211111111111111	0.000156111111111111
Gab1.P	MEK.P	0.000555555555555556	3.27777777777778e-05
Gab1.P	PIP2	0.0164444444444444	-0.00238755555555555
Gab1.P	ErbB4.P	0.00166666666666667	0.000162444444444444
Gab1.P	AKT.P	0.122444444444444	0.0208013333333333
Gab1.P	ErbB1.P	0.161222222222222	0.0437321111111112
Gab1.P	dummy2	0.000777777777777778	-4.72222222222222e-05
Gab1.P	SOS.P	0.00288888888888889	-0.000155444444444444
Gab1.P	Gab1.P	0	0.572583000000003
Gab1.P	MEK.P.P	0.000666666666666667	-2.32222222222222e-05
Gab1.P	Ras:GTP	0.000777777777777778	-4.66666666666667e-06
Gab1.P	dummy3	0.001	3.33333333333333e-06
Gab1.P	ERK.P.P	0.002	0.000122666666666667
Gab1.P	ErbB3.P	0.00288888888888889	0.000238333333333333
MEK.P.P	AKT.P.P	0.0244444444444444	-0.00331088888888889
MEK.P.P	PIP3	0.000888888888888889	-4.22222222222222e-06
MEK.P.P	dummy1	0.000555555555555556	1.01111111111111e-05
MEK.P.P	ERK.P	0.001	-1.21111111111111e-05
MEK.P.P	ErbB2.P	0.000444444444444444	2.66666666666667e-05
MEK.P.P	RAF.P	0.000777777777777778	3.44444444444444e-06
MEK.P.P	SHC.P	0.00144444444444444	3.3e-05
MEK.P.P	MEK.P	0.001	3.64444444444444e-05
MEK.P.P	PIP2	0.000777777777777778	-3.18888888888889e-05
MEK.P.P	ErbB4.P	0.000888888888888889	-3.44444444444444e-06
MEK.P.P	AKT.P	0.00333333333333333	0.000360111111111111
MEK.P.P	ErbB1.P	0.002	0.000187
MEK.P.P	dummy2	0.00122222222222222	-8.86666666666667e-05
MEK.P.P	SOS.P	0.0147777777777778	-0.00251733333333333
MEK.P.P	Gab1.P	0.000777777777777778	-1.11111111111111e-07
MEK.P.P	MEK.P.P	0	0.746609666666666
MEK.P.P	Ras:GTP	0.000666666666666667	-1.43333333333333e-05
MEK.P.P	dummy3	0.00433333333333333	-0.000428555555555556
MEK.P.P	ERK.P.P	0.000666666666666667	-3.22222222222222e-06
MEK.P.P	ErbB3.P	0.000777777777777778	2.72222222222222e-05
Ras:GTP	AKT.P.P	0.00533333333333333	0.000568888888888889
Ras:GTP	PIP3	0.00144444444444444	9.82222222222222e-05
Ras:GTP	dummy1	0.000333333333333333	-2.22222222222222e-07
Ras:GTP	ERK.P	0.000777777777777778	-5.55555555555555e-06
Ras:GTP	ErbB2.P	0.137333333333333	0.0288223333333333
Ras:GTP	RAF.P	0.00144444444444444	-7.11111111111111e-05
Ras:GTP	SHC.P	0.993222222222222	0.331208444444445
Ras:GTP	MEK.P	0.00122222222222222	8.45555555555556e-05
Ras:GTP	PIP2	0.00122222222222222	-5.4e-05
Ras:GTP	ErbB4.P	0.00222222222222222	0.000162666666666667
Ras:GTP	AKT.P	0.00711111111111111	0.000925
Ras:GTP	ErbB1.P	0.00666666666666667	0.000816333333333333
Ras:GTP	dummy2	0.001	-4.01111111111111e-05
Ras:GTP	SOS.P	0.0482222222222222	0.00916633333333334
Ras:GTP	Gab1.P	0.004	0.000502111111111111
Ras:GTP	MEK.P.P	0.000666666666666667	-4.44444444444445e-06
Ras:GTP	Ras:GTP	0	0.681174555555557
Ras:GTP	dummy3	0.00122222222222222	6.74444444444444e-05
Ras:GTP	ERK.P.P	0.000777777777777778	3.8e-05
Ras:GTP	ErbB3.P	0.00166666666666667	0.000108777777777778
dummy3	AKT.P.P	0.00155555555555556	-6.34444444444444e-05
dummy3	PIP3	0.00244444444444444	0.000184555555555556
dummy3	dummy1	0.00111111111111111	-6.44444444444445e-05
dummy3	ERK.P	0.000666666666666667	-2.77777777777778e-06
dummy3	ErbB2.P	0.000333333333333333	-1.91111111111111e-05
dummy3	RAF.P	0.00766666666666667	-0.000672444444444444
dummy3	SHC.P	0.00755555555555556	-0.000857444444444445
dummy3	MEK.P	0.001	-1.26666666666667e-05
dummy3	PIP2	0.000777777777777778	3.6e-05
dummy3	ErbB4.P	0.000555555555555556	1.05555555555556e-05
dummy3	AKT.P	0.00111111111111111	-7.77777777777778e-05
dummy3	ErbB1.P	0.00111111111111111	-6.6e-05
dummy3	dummy2	0.000555555555555556	-3.32222222222222e-05
dummy3	SOS.P	0.000888888888888889	-1.26666666666667e-05
dummy3	Gab1.P	0.000666666666666667	-2.78888888888889e-05
dummy3	MEK.P.P	0.000111111111111111	-5.44444444444444e-06
dummy3	Ras:GTP	0.003	-0.000196333333333333
dummy3	dummy3	0	0.0119006666666666
dummy3	ERK.P.P	0.001	-1.18888888888889e-05
dummy3	ErbB3.P	0.000888888888888889	-3.47777777777778e-05
ERK.P.P	AKT.P.P	0.00366666666666667	0.000405888888888889
ERK.P.P	PIP3	0.000555555555555556	1.52222222222222e-05
ERK.P.P	dummy1	0.000777777777777778	2.12222222222222e-05
ERK.P.P	ERK.P	0.001	-1.33333333333333e-06
ERK.P.P	ErbB2.P	0.00922222222222222	0.000993666666666667
ERK.P.P	RAF.P	0.000555555555555556	2.47777777777778e-05
ERK.P.P	SHC.P	0.000777777777777778	-2.31111111111111e-05
ERK.P.P	MEK.P	0.0263333333333333	0.00488822222222222
ERK.P.P	PIP2	0.002	-0.00015
ERK.P.P	ErbB4.P	0.0166666666666667	0.00201633333333333
ERK.P.P	AKT.P	0.059	0.00956200000000001
ERK.P.P	ErbB1.P	0.0448888888888889	0.00846155555555556
ERK.P.P	dummy2	0.00155555555555556	-0.000105222222222222
ERK.P.P	SOS.P	0.113111111111111	0.0215288888888889
ERK.P.P	Gab1.P	0.0473333333333333	0.00830877777777778
ERK.P.P	MEK.P.P	0.000333333333333333	-5.44444444444444e-06
ERK.P.P	Ras:GTP	0.00144444444444444	4.68888888888889e-05
ERK.P.P	dummy3	0.00266666666666667	-0.000293111111111111
ERK.P.P	ERK.P.P	0	0.450905999999999
ERK.P.P	ErbB3.P	0.00511111111111111	0.000508444444444444
ErbB3.P	AKT.P.P	0.004	0.000631111111111111
ErbB3.P	PIP3	0.0145555555555556	0.00215233333333333
ErbB3.P	dummy1	0.000555555555555556	-2.57777777777778e-05
ErbB3.P	ERK.P	0.00288888888888889	0.000181777777777778
ErbB3.P	ErbB2.P	0.000444444444444444	1.22222222222222e-05
ErbB3.P	RAF.P	0.000666666666666667	-7.77777777777778e-06
ErbB3.P	SHC.P	0.00211111111111111	-0.000144333333333333
ErbB3.P	MEK.P	0.000555555555555556	7e-06
ErbB3.P	PIP2	0.000333333333333333	2.7e-05
ErbB3.P	ErbB4.P	0.00155555555555556	8.32222222222222e-05
ErbB3.P	AKT.P	0.00555555555555556	0.000671111111111111
ErbB3.P	ErbB1.P	0.000666666666666667	-2.17777777777778e-05
ErbB3.P	dummy2	0.000777777777777778	7.44444444444444e-06
ErbB3.P	SOS.P	0.000777777777777778	1.47777777777778e-05
ErbB3.P	Gab1.P	0.000555555555555556	8.66666666666667e-06
ErbB3.P	MEK.P.P	0.000444444444444444	-4.22222222222222e-06
ErbB3.P	Ras:GTP	0.00122222222222222	-5.13333333333333e-05
ErbB3.P	dummy3	0.000888888888888889	-9.64444444444445e-05
ErbB3.P	ERK.P.P	0.00111111111111111	3.95555555555556e-05
ErbB3.P	ErbB3.P	0	0.201219222222223
